type,run,topics,topicNum,percent,pair,code
lemmas,20180417_1243,topics,4,0.007,hamiltonian,graph theory
lemmas,20180417_1243,topics,4,0.007,connect,
lemmas,20180417_1243,topics,4,0.006,tree,graph theory
lemmas,20180417_1243,topics,4,0.006,length,
lemmas,20180417_1243,topics,4,0.006,neighbor,
lemmas,20180417_1243,topics,4,0.006,odd,
lemmas,20180417_1243,topics,4,0.006,face,
lemmas,20180417_1243,topics,5,0.028,mod,
lemmas,20180417_1243,topics,5,0.027,block,
lemmas,20180417_1243,topics,5,0.023,code,
lemmas,20180417_1243,topics,5,0.019,design,
lemmas,20180417_1243,topics,5,0.013,matrix,algebra
lemmas,20180417_1243,topics,5,0.011,square,
lemmas,20180417_1243,topics,5,0.011,system,
lemmas,20180417_1243,topics,5,0.01,row,
lemmas,20180417_1243,topics,5,0.01,construction,
lemmas,20180417_1243,topics,5,0.009,type,
lemmas,20180417_1243,topics,5,0.009,prime,number theory
lemmas,20180417_1243,topics,5,0.009,triple,
lemmas,20180417_1243,topics,5,0.009,size,
lemmas,20180417_1243,topics,5,0.009,column,algebra
lemmas,20180417_1243,topics,5,0.008,weight,
lemmas,20180417_1243,topics,5,0.008,odd,
lemmas,20180417_1243,topics,5,0.007,pair,
lemmas,20180417_1243,topics,5,0.007,construct,
lemmas,20180417_1243,topics,5,0.007,group,algebra
lemmas,20180417_1243,topics,5,0.006,table,
lemmas,20180417_1243,topics,6,0.017,space,
lemmas,20180417_1243,topics,6,0.009,advance,
lemmas,20180417_1243,topics,6,0.009,operator,
lemmas,20180417_1243,topics,6,0.009,rn,
lemmas,20180417_1243,topics,6,0.007,measure,analysis
lemmas,20180417_1243,topics,6,0.007,metric,
lemmas,20180417_1243,topics,6,0.007,constant,
lemmas,20180417_1243,topics,6,0.006,compact,topology
lemmas,20180417_1243,topics,6,0.006,bound,
lemmas,20180417_1243,topics,6,0.006,proposition,
lemmas,20180417_1243,topics,6,0.005,log,
lemmas,20180417_1243,topics,6,0.005,inequality,
lemmas,20180417_1243,topics,6,0.005,continuous,analysis
lemmas,20180417_1243,topics,6,0.005,deﬁned,
lemmas,20180417_1243,topics,6,0.005,positive,
lemmas,20180417_1243,topics,6,0.005,sequence,number theory
lemmas,20180417_1243,topics,6,0.004,map,
lemmas,20180417_1243,topics,6,0.004,real,
lemmas,20180417_1243,topics,6,0.004,convex,topology
lemmas,20180417_1243,topics,6,0.004,estimate,
lemmas,20180417_1243,topics,7,0.014,vi,
lemmas,20180417_1243,topics,7,0.012,digraph,graph theory
lemmas,20180417_1243,topics,7,0.011,xi,
lemmas,20180417_1243,topics,7,0.01,cycle,graph theory
lemmas,20180417_1243,topics,7,0.01,arc,
lemmas,20180417_1243,topics,7,0.009,edge,graph theory
lemmas,20180417_1243,topics,7,0.008,degree,
lemmas,20180417_1243,topics,7,0.008,colour,graph theory
lemmas,20180417_1243,topics,7,0.007,kn,
lemmas,20180417_1243,topics,7,0.007,bind,
lemmas,20180417_1243,topics,7,0.007,path,
lemmas,20180417_1243,topics,7,0.007,dominate,
lemmas,20180417_1243,topics,7,0.007,distance,
lemmas,20180417_1243,topics,7,0.007,contradiction,
lemmas,20180417_1243,topics,7,0.006,independent,
lemmas,20180417_1243,topics,7,0.006,bipartite,graph theory
lemmas,20180417_1243,topics,7,0.006,tree,graph theory
lemmas,20180417_1243,topics,7,0.006,regular,
lemmas,20180417_1243,topics,7,0.006,adjacent,
lemmas,20180417_1243,topics,7,0.006,di,
lemmas,20180417_1243,topics,8,0.024,solution,
lemmas,20180417_1243,topics,8,0.022,equation,
lemmas,20180417_1243,topics,8,0.016,madison,
lemmas,20180417_1243,topics,8,0.016,wisconsin,
lemmas,20180417_1243,topics,8,0.014,download,
lemmas,20180417_1243,topics,8,0.011,article,
lemmas,20180417_1243,topics,8,0.01,november,
lemmas,20180417_1243,topics,8,0.007,system,
lemmas,20180417_1243,topics,8,0.007,analysis,analysis
lemmas,20180417_1243,topics,8,0.007,boundary,
lemmas,20180417_1243,topics,8,0.006,operator,
lemmas,20180417_1243,topics,8,0.006,december,
lemmas,20180417_1243,topics,8,0.006,method,
lemmas,20180417_1243,topics,8,0.005,dx,analysis
lemmas,20180417_1243,topics,8,0.005,applicable,
lemmas,20180417_1243,topics,8,0.004,constant,
lemmas,20180417_1243,topics,8,0.004,space,
lemmas,20180417_1243,topics,8,0.004,view,
lemmas,20180417_1243,topics,8,0.004,time,
lemmas,20180417_1243,topics,8,0.004,nonlinear,
lemmas,20180417_1243,topics,9,0.01,tree,graph theory
lemmas,20180417_1243,topics,9,0.009,algorithm,
lemmas,20180417_1243,topics,9,0.008,sequence,number theory
lemmas,20180417_1243,topics,9,0.007,log,
lemmas,20180417_1243,topics,9,0.007,lattice,algebra
lemmas,20180417_1243,topics,9,0.007,matroid,combinatorics
lemmas,20180417_1243,topics,9,0.006,interval,
lemmas,20180417_1243,topics,9,0.005,time,
lemmas,20180417_1243,topics,9,0.005,word,
lemmas,20180417_1243,topics,9,0.005,chain,
lemmas,20180417_1243,topics,9,0.005,poset,
lemmas,20180417_1243,topics,9,0.005,usa,
lemmas,20180417_1243,topics,9,0.005,random,
lemmas,20180417_1243,topics,9,0.005,fig,
lemmas,20180417_1243,topics,9,0.005,department,
lemmas,20180417_1243,topics,9,0.004,step,
lemmas,20180417_1243,topics,9,0.004,permutation,combinatorics
lemmas,20180417_1243,topics,9,0.004,node,graph theory
lemmas,20180417_1243,topics,9,0.004,game,
lemmas,20180417_1243,topics,9,0.004,move,
lemmas,20180418_0913,topics,0,0.021,define,
lemmas,20180418_0913,topics,0,0.014,finite,
lemmas,20180418_0913,topics,0,0.01,definition,
lemmas,20180418_0913,topics,0,0.008,lattice,algebra
lemmas,20180418_0913,topics,0,0.007,xi,
lemmas,20180418_0913,topics,0,0.007,cl,
lemmas,20180418_0913,topics,0,0.006,family,
lemmas,20180418_0913,topics,0,0.005,matroid,combinatorics
lemmas,20180418_0913,topics,0,0.005,pi,
lemmas,20180418_0913,topics,0,0.005,infinite,
lemmas,20180418_0913,topics,0,0.005,fl,
lemmas,20180418_0913,topics,0,0.005,maximal,
lemmas,20180418_0913,topics,0,0.005,relation,
lemmas,20180418_0913,topics,0,0.004,ti,
lemmas,20180418_0913,topics,0,0.004,xl,
lemmas,20180418_0913,topics,0,0.004,iv,
lemmas,20180418_0913,topics,0,0.004,iii,
lemmas,20180418_0913,topics,0,0.004,sequence,number theory
lemmas,20180418_0913,topics,0,0.004,interval,
lemmas,20180418_0913,topics,0,0.004,el,
lemmas,20180418_0913,topics,1,0.02,tree,graph theory
lemmas,20180418_0913,topics,1,0.016,fig,
lemmas,20180418_0913,topics,1,0.015,face,
lemmas,20180418_0913,topics,1,0.013,arc,
lemmas,20180418_0913,topics,1,0.01,node,graph theory
lemmas,20180418_0913,topics,1,0.009,edge,graph theory
lemmas,20180418_0913,topics,1,0.009,algorithm,
lemmas,20180418_0913,topics,1,0.007,plane,
lemmas,20180418_0913,topics,1,0.007,tournament,
lemmas,20180418_0913,topics,1,0.006,embedding,
lemmas,20180418_0913,topics,1,0.006,time,
lemmas,20180418_0913,topics,1,0.005,planar,graph theory
lemmas,20180418_0913,topics,1,0.005,usa,
lemmas,20180418_0913,topics,1,0.005,triangle,
lemmas,20180418_0913,topics,1,0.005,triangulation,
lemmas,20180418_0913,topics,1,0.005,orient,
lemmas,20180418_0913,topics,1,0.005,label,
lemmas,20180418_0913,topics,1,0.005,orientation,
lemmas,20180418_0913,topics,1,0.005,department,
lemmas,20180418_0913,topics,1,0.004,surface,topology
lemmas,20180418_0913,topics,2,0.013,matrix,algebra
lemmas,20180418_0913,topics,2,0.013,sequence,number theory
lemmas,20180418_0913,topics,2,0.011,polynomial,algebra
lemmas,20180418_0913,topics,2,0.01,partition,number theory
lemmas,20180418_0913,topics,2,0.008,sum,
lemmas,20180418_0913,topics,2,0.007,permutation,combinatorics
lemmas,20180418_0913,topics,2,0.007,column,
lemmas,20180418_0913,topics,2,0.007,log,
lemmas,20180418_0913,topics,2,0.006,row,
lemmas,20180418_0913,topics,2,0.005,word,
lemmas,20180418_0913,topics,2,0.005,random,
lemmas,20180418_0913,topics,2,0.005,xn,
lemmas,20180418_0913,topics,2,0.005,pn,
lemmas,20180418_0913,topics,2,0.005,sn,
lemmas,20180418_0913,topics,2,0.004,length,
lemmas,20180418_0913,topics,2,0.004,bn,
lemmas,20180418_0913,topics,2,0.004,positive,
lemmas,20180418_0913,topics,2,0.004,equal,
lemmas,20180418_0913,topics,2,0.004,symmetric,
lemmas,20180418_0913,topics,2,0.004,ak,
lemmas,20180418_0913,topics,3,0.023,solution,
lemmas,20180418_0913,topics,3,0.022,equation,
lemmas,20180418_0913,topics,3,0.016,madison,
lemmas,20180418_0913,topics,3,0.016,wisconsin,
lemmas,20180418_0913,topics,3,0.014,download,
lemmas,20180418_0913,topics,3,0.011,article,
lemmas,20180418_0913,topics,3,0.01,november,
lemmas,20180418_0913,topics,3,0.009,system,
lemmas,20180418_0913,topics,3,0.007,analysis,analysis
lemmas,20180418_0913,topics,3,0.007,operator,
lemmas,20180418_0913,topics,3,0.007,december,
lemmas,20180418_0913,topics,3,0.006,method,
lemmas,20180418_0913,topics,3,0.006,dx,analysis
lemmas,20180418_0913,topics,3,0.005,boundary,
lemmas,20180418_0913,topics,3,0.005,constant,
lemmas,20180418_0913,topics,3,0.005,space,
lemmas,20180418_0913,topics,3,0.004,applicable,
lemmas,20180418_0913,topics,3,0.004,view,
lemmas,20180418_0913,topics,3,0.004,estimate,
lemmas,20180418_0913,topics,3,0.004,integral,analysis
lemmas,20180418_0913,topics,4,0.02,group,algebra
lemmas,20180418_0913,topics,4,0.018,algebra,algebra
lemmas,20180418_0913,topics,4,0.011,module,
lemmas,20180418_0913,topics,4,0.009,lie,algebra
lemmas,20180418_0913,topics,4,0.009,proposition,
lemmas,20180418_0913,topics,4,0.008,ring,algebra
lemmas,20180418_0913,topics,4,0.008,representation,
lemmas,20180418_0913,topics,4,0.007,ideal,algebra
lemmas,20180418_0913,topics,4,0.007,action,
lemmas,20180418_0913,topics,4,0.007,advance,
lemmas,20180418_0913,topics,4,0.006,invariant,
lemmas,20180418_0913,topics,4,0.006,subgroup,algebra
lemmas,20180418_0913,topics,4,0.006,vector,algebra
lemmas,20180418_0913,topics,4,0.005,generate,
lemmas,20180418_0913,topics,4,0.005,irreducible,algebra
lemmas,20180418_0913,topics,4,0.005,type,
lemmas,20180418_0913,topics,4,0.005,dim,
lemmas,20180418_0913,topics,4,0.005,polynomial,algebra
lemmas,20180418_0913,topics,4,0.005,map,
lemmas,20180418_0913,topics,4,0.005,degree,
lemmas,20180418_0913,topics,5,0.027,map,
lemmas,20180418_0913,topics,5,0.017,category,category theory
lemmas,20180418_0913,topics,5,0.014,space,
lemmas,20180418_0913,topics,5,0.011,morphism,algebra
lemmas,20180418_0913,topics,5,0.01,functor,category theory
lemmas,20180418_0913,topics,5,0.009,object,
lemmas,20180418_0913,topics,5,0.009,structure,
lemmas,20180418_0913,topics,5,0.009,algebra,algebra
lemmas,20180418_0913,topics,5,0.008,complex,
lemmas,20180418_0913,topics,5,0.008,isomorphism,algebra
lemmas,20180418_0913,topics,5,0.007,equivalence,
lemmas,20180418_0913,topics,5,0.006,proposition,
lemmas,20180418_0913,topics,5,0.006,advance,
lemmas,20180418_0913,topics,5,0.006,diagram,
lemmas,20180418_0913,topics,5,0.006,topological,topology
lemmas,20180418_0913,topics,5,0.005,homotopy,topology
lemmas,20180418_0913,topics,5,0.005,deﬁnition,
lemmas,20180418_0913,topics,5,0.005,module,
lemmas,20180418_0913,topics,5,0.005,induce,
lemmas,20180418_0913,topics,5,0.005,homomorphism,algebra
lemmas,20180418_0913,topics,6,0.091,de,
lemmas,20180418_0913,topics,6,0.034,la,
lemmas,20180418_0913,topics,6,0.022,est,
lemmas,20180418_0913,topics,6,0.022,le,
lemmas,20180418_0913,topics,6,0.02,en,
lemmas,20180418_0913,topics,6,0.019,si,
lemmas,20180418_0913,topics,6,0.019,des,
lemmas,20180418_0913,topics,6,0.015,les,
lemmas,20180418_0913,topics,6,0.013,une,
lemmas,20180418_0913,topics,6,0.013,par,
lemmas,20180418_0913,topics,6,0.011,pour,
lemmas,20180418_0913,topics,6,0.011,du,
lemmas,20180418_0913,topics,6,0.01,il,
lemmas,20180418_0913,topics,6,0.01,sur,
lemmas,20180418_0913,topics,6,0.009,ce,
lemmas,20180418_0913,topics,6,0.006,soit,
lemmas,20180418_0913,topics,6,0.006,dan,
lemmas,20180418_0913,topics,6,0.006,nous,
lemmas,20180418_0913,topics,6,0.006,au,
lemmas,20180418_0913,topics,6,0.005,dans,
lemmas,20180418_0913,topics,7,0.023,group,
lemmas,20180418_0913,topics,7,0.022,mod,
lemmas,20180418_0913,topics,7,0.02,code,
lemmas,20180418_0913,topics,7,0.019,block,
lemmas,20180418_0913,topics,7,0.015,line,
lemmas,20180418_0913,topics,7,0.014,design,
lemmas,20180418_0913,topics,7,0.01,type,
lemmas,20180418_0913,topics,7,0.009,transitive,
lemmas,20180418_0913,topics,7,0.009,regular,
lemmas,20180418_0913,topics,7,0.008,square,
lemmas,20180418_0913,topics,7,0.008,construction,
lemmas,20180418_0913,topics,7,0.007,prime,
lemmas,20180418_0913,topics,7,0.007,automorphism,algebra
lemmas,20180418_0913,topics,7,0.007,size,
lemmas,20180418_0913,topics,7,0.007,odd,
lemmas,20180418_0913,topics,7,0.007,system,
lemmas,20180418_0913,topics,7,0.007,plane,
lemmas,20180418_0913,topics,7,0.006,cyclic,algebra
lemmas,20180418_0913,topics,7,0.006,weight,
lemmas,20180418_0913,topics,7,0.006,triple,
lemmas,20180418_0913,topics,8,0.015,space,
lemmas,20180418_0913,topics,8,0.011,operator,
lemmas,20180418_0913,topics,8,0.009,advance,
lemmas,20180418_0913,topics,8,0.007,measure,analysis
lemmas,20180418_0913,topics,8,0.007,rn,
lemmas,20180418_0913,topics,8,0.006,bound,
lemmas,20180418_0913,topics,8,0.006,metric,
lemmas,20180418_0913,topics,8,0.006,constant,
lemmas,20180418_0913,topics,8,0.005,compact,topology
lemmas,20180418_0913,topics,8,0.005,proposition,
lemmas,20180418_0913,topics,8,0.005,deﬁned,
lemmas,20180418_0913,topics,8,0.005,positive,
lemmas,20180418_0913,topics,8,0.004,inequality,
lemmas,20180418_0913,topics,8,0.004,log,
lemmas,20180418_0913,topics,8,0.004,continuous,analysis
lemmas,20180418_0913,topics,8,0.004,sequence,number theory
lemmas,20180418_0913,topics,8,0.004,estimate,
lemmas,20180418_0913,topics,8,0.004,deﬁnition,
lemmas,20180418_0913,topics,8,0.004,ﬁrst,
lemmas,20180418_0913,topics,8,0.004,dx,analysis
lemmas,20180418_0913,topics,9,0.047,edge,graph theory
lemmas,20180418_0913,topics,9,0.023,cycle,graph theory
lemmas,20180418_0913,topics,9,0.02,path,
lemmas,20180418_0913,topics,9,0.013,color,graph theory
lemmas,20180418_0913,topics,9,0.013,degree,
lemmas,20180418_0913,topics,9,0.013,connected,graph theory
lemmas,20180418_0913,topics,9,0.013,subgraph,graph theory
lemmas,20180418_0913,topics,9,0.011,adjacent,
lemmas,20180418_0913,topics,9,0.009,vi,
lemmas,20180418_0913,topics,9,0.008,coloring,graph theory
lemmas,20180418_0913,topics,9,0.008,induce,
lemmas,20180418_0913,topics,9,0.007,component,graph theory
lemmas,20180418_0913,topics,9,0.007,length,
lemmas,20180418_0913,topics,9,0.007,free,
lemmas,20180418_0913,topics,9,0.006,bipartite,graph theory
lemmas,20180418_0913,topics,9,0.006,claim,
lemmas,20180418_0913,topics,9,0.006,contradiction,
lemmas,20180418_0913,topics,9,0.006,clique,graph theory
lemmas,20180418_0913,topics,9,0.006,hamiltonian,graph theory
lemmas,20180418_0913,topics,9,0.006,connect,
lemmas,20180416_0825,topics,0,0.025,solution,
lemmas,20180416_0825,topics,0,0.023,equation,
lemmas,20180416_0825,topics,0,0.016,madison,
lemmas,20180416_0825,topics,0,0.016,wisconsin,
lemmas,20180416_0825,topics,0,0.015,download,
lemmas,20180416_0825,topics,0,0.012,article,
lemmas,20180416_0825,topics,0,0.011,november,
lemmas,20180416_0825,topics,0,0.007,analysis,analysis
lemmas,20180416_0825,topics,0,0.007,system,
lemmas,20180416_0825,topics,0,0.007,dx,analysis
lemmas,20180416_0825,topics,0,0.007,december,
lemmas,20180416_0825,topics,0,0.006,boundary,
lemmas,20180416_0825,topics,0,0.006,method,
lemmas,20180416_0825,topics,0,0.006,operator,
lemmas,20180416_0825,topics,0,0.005,space,
lemmas,20180416_0825,topics,0,0.005,differential,analysis
lemmas,20180416_0825,topics,0,0.005,constant,
lemmas,20180416_0825,topics,0,0.005,applicable,
lemmas,20180416_0825,topics,0,0.005,view,
lemmas,20180416_0825,topics,0,0.004,inequality,
lemmas,20180416_0825,topics,1,0.02,space,
lemmas,20180416_0825,topics,1,0.011,operator,
lemmas,20180416_0825,topics,1,0.009,advance,
lemmas,20180416_0825,topics,1,0.008,rn,
lemmas,20180416_0825,topics,1,0.007,measure,analysis
lemmas,20180416_0825,topics,1,0.006,compact,topology
lemmas,20180416_0825,topics,1,0.006,metric,
lemmas,20180416_0825,topics,1,0.006,constant,
lemmas,20180416_0825,topics,1,0.006,bound,
lemmas,20180416_0825,topics,1,0.006,proposition,
lemmas,20180416_0825,topics,1,0.005,map,
lemmas,20180416_0825,topics,1,0.005,continuous,analysis
lemmas,20180416_0825,topics,1,0.005,convex,
lemmas,20180416_0825,topics,1,0.005,vector,algebra
lemmas,20180416_0825,topics,1,0.005,deﬁned,
lemmas,20180416_0825,topics,1,0.004,real,
lemmas,20180416_0825,topics,1,0.004,log,
lemmas,20180416_0825,topics,1,0.004,inequality,
lemmas,20180416_0825,topics,1,0.004,open,
lemmas,20180416_0825,topics,1,0.004,manifold,topology
lemmas,20180416_0825,topics,2,0.029,group,
lemmas,20180416_0825,topics,2,0.022,block,
lemmas,20180416_0825,topics,2,0.021,mod,
lemmas,20180416_0825,topics,2,0.017,design,
lemmas,20180416_0825,topics,2,0.016,code,
lemmas,20180416_0825,topics,2,0.015,type,
lemmas,20180416_0825,topics,2,0.013,line,
lemmas,20180416_0825,topics,2,0.009,system,
lemmas,20180416_0825,topics,2,0.008,triple,
lemmas,20180416_0825,topics,2,0.007,prime,number theory
lemmas,20180416_0825,topics,2,0.007,plane,
lemmas,20180416_0825,topics,2,0.007,transitive,
lemmas,20180416_0825,topics,2,0.007,construction,
lemmas,20180416_0825,topics,2,0.007,automorphism,algebra
lemmas,20180416_0825,topics,2,0.007,size,
lemmas,20180416_0825,topics,2,0.007,subgroup,algebra
lemmas,20180416_0825,topics,2,0.006,regular,
lemmas,20180416_0825,topics,2,0.006,weight,
lemmas,20180416_0825,topics,2,0.006,cyclic,algebra
lemmas,20180416_0825,topics,2,0.006,gf,
lemmas,20180416_0825,topics,3,0.017,algebra,algebra
lemmas,20180416_0825,topics,3,0.015,map,
lemmas,20180416_0825,topics,3,0.013,group,algebra
lemmas,20180416_0825,topics,3,0.01,module,
lemmas,20180416_0825,topics,3,0.009,proposition,
lemmas,20180416_0825,topics,3,0.008,category,category theory
lemmas,20180416_0825,topics,3,0.008,advance,
lemmas,20180416_0825,topics,3,0.007,ring,algebra
lemmas,20180416_0825,topics,3,0.007,space,
lemmas,20180416_0825,topics,3,0.006,isomorphism,algebra
lemmas,20180416_0825,topics,3,0.006,ideal,algebra
lemmas,20180416_0825,topics,3,0.006,ﬁnite,
lemmas,20180416_0825,topics,3,0.006,lie,algebra
lemmas,20180416_0825,topics,3,0.005,structure,
lemmas,20180416_0825,topics,3,0.005,morphism,algebra
lemmas,20180416_0825,topics,3,0.005,complex,
lemmas,20180416_0825,topics,3,0.005,action,
lemmas,20180416_0825,topics,3,0.005,representation,
lemmas,20180416_0825,topics,3,0.005,object,
lemmas,20180416_0825,topics,3,0.004,dim,
lemmas,20180416_0825,topics,4,0.023,xi,
lemmas,20180416_0825,topics,4,0.012,sequence,number theory
lemmas,20180416_0825,topics,4,0.011,xn,
lemmas,20180416_0825,topics,4,0.01,pi,
lemmas,20180416_0825,topics,4,0.01,vi,
lemmas,20180416_0825,topics,4,0.01,cn,
lemmas,20180416_0825,topics,4,0.01,pn,
lemmas,20180416_0825,topics,4,0.009,xj,
lemmas,20180416_0825,topics,4,0.008,ci,
lemmas,20180416_0825,topics,4,0.008,bus,
lemmas,20180416_0825,topics,4,0.008,ti,
lemmas,20180416_0825,topics,4,0.008,kn,
lemmas,20180416_0825,topics,4,0.008,xk,
lemmas,20180416_0825,topics,4,0.008,al,
lemmas,20180416_0825,topics,4,0.007,di,
lemmas,20180416_0825,topics,4,0.007,pk,
lemmas,20180416_0825,topics,4,0.007,si,
lemmas,20180416_0825,topics,4,0.007,ak,
lemmas,20180416_0825,topics,4,0.006,mi,
lemmas,20180416_0825,topics,4,0.006,mn,
lemmas,20180416_0825,topics,5,0.031,de,
lemmas,20180416_0825,topics,5,0.021,define,
lemmas,20180416_0825,topics,5,0.013,finite,
lemmas,20180416_0825,topics,5,0.012,la,
lemmas,20180416_0825,topics,5,0.01,cl,
lemmas,20180416_0825,topics,5,0.009,le,
lemmas,20180416_0825,topics,5,0.008,fl,
lemmas,20180416_0825,topics,5,0.008,est,
lemmas,20180416_0825,topics,5,0.008,definition,
lemmas,20180416_0825,topics,5,0.007,en,
lemmas,20180416_0825,topics,5,0.007,si,
lemmas,20180416_0825,topics,5,0.007,cent,
lemmas,20180416_0825,topics,5,0.006,des,
lemmas,20180416_0825,topics,5,0.006,el,
lemmas,20180416_0825,topics,5,0.006,il,
lemmas,20180416_0825,topics,5,0.006,xl,
lemmas,20180416_0825,topics,5,0.006,les,
lemmas,20180416_0825,topics,5,0.005,ll,
lemmas,20180416_0825,topics,5,0.005,iv,
lemmas,20180416_0825,topics,5,0.005,une,
lemmas,20180416_0825,topics,6,0.012,tree,graph theory
lemmas,20180416_0825,topics,6,0.01,sequence,number theory
lemmas,20180416_0825,topics,6,0.01,algorithm,
lemmas,20180416_0825,topics,6,0.009,interval,
lemmas,20180416_0825,topics,6,0.008,log,
lemmas,20180416_0825,topics,6,0.007,fig,
lemmas,20180416_0825,topics,6,0.006,node,
lemmas,20180416_0825,topics,6,0.006,time,
lemmas,20180416_0825,topics,6,0.006,chain,
lemmas,20180416_0825,topics,6,0.006,bind,
lemmas,20180416_0825,topics,6,0.005,partition,number theory
lemmas,20180416_0825,topics,6,0.005,size,
lemmas,20180416_0825,topics,6,0.005,family,
lemmas,20180416_0825,topics,6,0.005,move,
lemmas,20180416_0825,topics,6,0.005,step,
lemmas,20180416_0825,topics,6,0.005,label,
lemmas,20180416_0825,topics,6,0.004,define,
lemmas,20180416_0825,topics,6,0.004,random,
lemmas,20180416_0825,topics,6,0.004,bound,
lemmas,20180416_0825,topics,6,0.004,maximal,
lemmas,20180416_0825,topics,7,0.055,edge,graph theory
